,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,direction,syst_type,shapes,variation_alias,lnN
0,data_obs,fail,default,1,DATA,1.0,nominal,.//HSCP_Data-SR1.root,hfail,Data,Data,,,,,,
217,Signal_gmsbStau-1409,fail,default,2,SIGNAL,1.0,lumi,.//HSCP_Signal_gmsbStau-1409-SR1.root,hfail,Signal_gmsbStau-1409,HSCP signal,,,lnN,,,1.018
218,Signal_gmsbStau-1409,fail,default,2,SIGNAL,1.0,pileup,.//HSCP_Signal_gmsbStau-1409-SR1.root,hfail_PUsyst_up,Signal_gmsbStau-1409,HSCP signal,,Up,shapes,1.0,PUsyst,
219,Signal_gmsbStau-1409,fail,default,2,SIGNAL,1.0,pileup,.//HSCP_Signal_gmsbStau-1409-SR1.root,hfail_PUsyst_down,Signal_gmsbStau-1409,HSCP signal,,Down,shapes,1.0,PUsyst,
220,Signal_gmsbStau-1409,fail,default,2,SIGNAL,1.0,systOnF,.//HSCP_Signal_gmsbStau-1409-SR1.root,hfail_Fsyst_up,Signal_gmsbStau-1409,HSCP signal,,Up,shapes,1.0,Fsyst,
221,Signal_gmsbStau-1409,fail,default,2,SIGNAL,1.0,systOnF,.//HSCP_Signal_gmsbStau-1409-SR1.root,hfail_Fsyst_down,Signal_gmsbStau-1409,HSCP signal,,Down,shapes,1.0,Fsyst,
222,Signal_gmsbStau-1409,fail,default,2,SIGNAL,1.0,systOnG,.//HSCP_Signal_gmsbStau-1409-SR1.root,hfail_Gsyst_up,Signal_gmsbStau-1409,HSCP signal,,Up,shapes,1.0,Gsyst,
223,Signal_gmsbStau-1409,fail,default,2,SIGNAL,1.0,systOnG,.//HSCP_Signal_gmsbStau-1409-SR1.root,hfail_Gsyst_down,Signal_gmsbStau-1409,HSCP signal,,Down,shapes,1.0,Gsyst,
224,Signal_gmsbStau-1409,fail,default,2,SIGNAL,1.0,systOnTrigger,.//HSCP_Signal_gmsbStau-1409-SR1.root,hfail_Triggersyst_up,Signal_gmsbStau-1409,HSCP signal,,Up,shapes,1.0,Triggersyst,
225,Signal_gmsbStau-1409,fail,default,2,SIGNAL,1.0,systOnTrigger,.//HSCP_Signal_gmsbStau-1409-SR1.root,hfail_Triggersyst_down,Signal_gmsbStau-1409,HSCP signal,,Down,shapes,1.0,Triggersyst,
